train_id,source,destination,travel_class,quota,current_wl,days_to_journey,day_of_week,is_weekend,historical_confirmation_rate,historical_cancellation_rate,confirmed
12840,Chennai,Howrah,3A,GN,58,27,1,0,0.808,0.238,0
12622,New Delhi,Chennai,3A,GN,3,30,0,0,0.729,0.153,1
12622,New Delhi,Chennai,CC,TQ,39,25,0,0,0.74,0.291,0
12840,Chennai,Howrah,2A,GN,40,27,2,0,0.596,0.108,0
12951,Mumbai,Delhi,CC,GN,9,16,6,1,0.786,0.068,1
12952,Delhi,Mumbai,SL,GN,19,23,4,0,0.732,0.262,0
12839,Howrah,Chennai,SL,GN,59,13,6,1,0.683,0.126,0
12840,Chennai,Howrah,SL,GN,23,25,5,1,0.837,0.237,1
12839,Howrah,Chennai,3A,GN,37,7,3,0,0.783,0.112,1
12840,Chennai,Howrah,SL,GN,33,22,3,0,0.932,0.231,0
12007,Chennai,Bengaluru,3A,GN,59,23,2,0,0.98,0.076,0
12621,Chennai,New Delhi,SL,GN,55,14,5,1,0.701,0.175,0
12952,Delhi,Mumbai,CC,GN,50,17,5,1,0.845,0.123,0
12951,Mumbai,Delhi,SL,GN,17,16,5,1,0.899,0.117,1
12840,Chennai,Howrah,SL,GN,44,20,2,0,0.794,0.192,1
12951,Mumbai,Delhi,3A,GN,10,23,1,0,0.73,0.194,1
12007,Chennai,Bengaluru,3A,GN,10,2,3,0,0.801,0.279,1
12621,Chennai,New Delhi,SL,GN,28,4,4,0,0.81,0.056,1
12007,Chennai,Bengaluru,2A,GN,31,14,6,1,0.796,0.065,1
12007,Chennai,Bengaluru,3A,GN,39,22,3,0,0.767,0.139,0
12621,Chennai,New Delhi,SL,GN,21,29,6,1,0.98,0.191,1
12840,Chennai,Howrah,SL,GN,28,24,1,0,0.825,0.064,0
12951,Mumbai,Delhi,3A,GN,45,6,4,0,0.758,0.22,1
12839,Howrah,Chennai,2A,GN,36,3,6,1,0.715,0.099,0
12007,Chennai,Bengaluru,2A,GN,50,8,6,1,0.803,0.098,0
12622,New Delhi,Chennai,CC,TQ,9,30,0,0,0.786,0.166,1
12007,Chennai,Bengaluru,2A,TQ,7,13,2,0,0.814,0.031,1
12839,Howrah,Chennai,3A,GN,19,27,3,0,0.867,0.157,1
12621,Chennai,New Delhi,CC,GN,58,12,4,0,0.807,0.143,1
12622,New Delhi,Chennai,3A,GN,43,22,2,0,0.843,0.177,1
12621,Chennai,New Delhi,CC,GN,51,11,1,0,0.944,0.204,0
12622,New Delhi,Chennai,3A,GN,57,20,6,1,0.806,0.17,0
12952,Delhi,Mumbai,SL,GN,30,11,3,0,0.698,0.152,1
12007,Chennai,Bengaluru,CC,GN,13,22,6,1,0.869,0.2,1
12951,Mumbai,Delhi,2A,GN,12,20,3,0,0.918,0.175,1
12621,Chennai,New Delhi,SL,GN,33,23,5,1,0.773,0.19,0
12621,Chennai,New Delhi,SL,GN,46,5,6,1,0.715,0.19,0
12952,Delhi,Mumbai,CC,GN,37,5,3,0,0.721,0.187,0
12622,New Delhi,Chennai,CC,GN,50,10,1,0,0.763,0.247,1
12007,Chennai,Bengaluru,3A,GN,24,9,1,0,0.662,0.118,1
12951,Mumbai,Delhi,3A,GN,7,12,4,0,0.828,0.223,1
12007,Chennai,Bengaluru,3A,GN,33,18,4,0,0.626,0.196,1
12621,Chennai,New Delhi,CC,GN,46,8,3,0,0.669,0.228,0
12008,Bengaluru,Chennai,CC,GN,17,1,0,0,0.839,0.113,1
12840,Chennai,Howrah,CC,GN,54,20,1,0,0.688,0.184,0
12008,Bengaluru,Chennai,SL,GN,53,24,0,0,0.881,0.232,0
12952,Delhi,Mumbai,2A,GN,36,9,6,1,0.771,0.26,1
12840,Chennai,Howrah,CC,GN,59,15,0,0,0.745,0.144,0
12622,New Delhi,Chennai,SL,TQ,42,16,2,0,0.665,0.19,0
12952,Delhi,Mumbai,SL,GN,56,10,2,0,0.74,0.168,0
12840,Chennai,Howrah,2A,TQ,40,19,3,0,0.706,0.178,0
12621,Chennai,New Delhi,3A,GN,11,7,2,0,0.733,0.264,0
12008,Bengaluru,Chennai,2A,GN,37,1,5,1,0.679,0.121,0
12008,Bengaluru,Chennai,2A,GN,60,22,6,1,0.98,0.151,0
12621,Chennai,New Delhi,CC,GN,34,28,5,1,0.86,0.203,0
12008,Bengaluru,Chennai,CC,GN,57,4,2,0,0.82,0.233,0
12008,Bengaluru,Chennai,SL,GN,20,3,2,0,0.715,0.251,0
12007,Chennai,Bengaluru,2A,TQ,58,22,4,0,0.98,0.194,0
12952,Delhi,Mumbai,2A,TQ,15,11,4,0,0.883,0.167,1
12952,Delhi,Mumbai,2A,GN,33,17,3,0,0.792,0.233,1
12951,Mumbai,Delhi,3A,GN,37,21,0,0,0.628,0.168,0
12840,Chennai,Howrah,CC,GN,14,6,2,0,0.837,0.241,1
12008,Bengaluru,Chennai,SL,GN,2,24,5,1,0.947,0.212,1
12622,New Delhi,Chennai,3A,GN,25,1,3,0,0.703,0.342,0
12621,Chennai,New Delhi,SL,GN,41,19,1,0,0.842,0.15,0
12839,Howrah,Chennai,2A,GN,28,20,1,0,0.648,0.219,1
12621,Chennai,New Delhi,3A,GN,47,25,3,0,0.579,0.088,1
12952,Delhi,Mumbai,CC,GN,16,20,3,0,0.606,0.23,1
12840,Chennai,Howrah,3A,GN,39,19,0,0,0.912,0.187,1
12622,New Delhi,Chennai,SL,GN,33,30,1,0,0.789,0.165,1
12007,Chennai,Bengaluru,2A,GN,38,11,4,0,0.747,0.193,0
12952,Delhi,Mumbai,SL,GN,18,1,4,0,0.645,0.125,0
12007,Chennai,Bengaluru,3A,GN,2,6,4,0,0.646,0.147,0
12952,Delhi,Mumbai,CC,GN,22,27,6,1,0.879,0.294,0
12621,Chennai,New Delhi,3A,GN,6,1,3,0,0.835,0.036,1
12952,Delhi,Mumbai,2A,GN,40,21,6,1,0.619,0.296,0
12840,Chennai,Howrah,SL,GN,1,15,2,0,0.701,0.167,0
12621,Chennai,New Delhi,CC,GN,60,29,4,0,0.803,0.163,0
12840,Chennai,Howrah,2A,GN,47,18,2,0,0.935,0.175,0
12622,New Delhi,Chennai,CC,GN,54,15,4,0,0.636,0.364,0
12840,Chennai,Howrah,SL,GN,43,12,2,0,0.746,0.193,1
12621,Chennai,New Delhi,CC,GN,7,14,3,0,0.759,0.154,0
12622,New Delhi,Chennai,SL,GN,6,12,1,0,0.98,0.237,1
12007,Chennai,Bengaluru,3A,GN,42,6,0,0,0.689,0.183,0
12839,Howrah,Chennai,CC,TQ,22,21,3,0,0.749,0.03,0
12621,Chennai,New Delhi,SL,GN,35,30,6,1,0.724,0.226,0
12839,Howrah,Chennai,2A,GN,40,3,2,0,0.744,0.107,0
12952,Delhi,Mumbai,SL,GN,11,28,2,0,0.815,0.312,1
12621,Chennai,New Delhi,2A,GN,38,24,1,0,0.873,0.106,0
12008,Bengaluru,Chennai,3A,GN,10,3,4,0,0.863,0.161,0
12952,Delhi,Mumbai,2A,GN,51,10,4,0,0.703,0.104,0
12621,Chennai,New Delhi,SL,GN,42,12,2,0,0.842,0.044,0
12839,Howrah,Chennai,3A,TQ,53,24,2,0,0.648,0.164,0
12007,Chennai,Bengaluru,SL,GN,28,25,3,0,0.701,0.096,1
12007,Chennai,Bengaluru,2A,TQ,42,9,1,0,0.791,0.064,0
12008,Bengaluru,Chennai,CC,GN,16,18,0,0,0.666,0.139,0
12952,Delhi,Mumbai,SL,GN,42,30,4,0,0.657,0.046,0
12951,Mumbai,Delhi,SL,TQ,49,24,4,0,0.743,0.1,0
12621,Chennai,New Delhi,SL,GN,24,7,6,1,0.748,0.347,1
12008,Bengaluru,Chennai,CC,GN,9,30,2,0,0.789,0.315,1
12952,Delhi,Mumbai,2A,GN,39,10,1,0,0.802,0.289,1
12621,Chennai,New Delhi,CC,GN,6,3,4,0,0.886,0.127,0
12840,Chennai,Howrah,3A,GN,44,10,1,0,0.724,0.158,0
12951,Mumbai,Delhi,2A,GN,36,6,5,1,0.839,0.205,1
12008,Bengaluru,Chennai,SL,GN,58,25,0,0,0.705,0.279,1
12840,Chennai,Howrah,2A,GN,45,21,4,0,0.764,0.134,1
12621,Chennai,New Delhi,3A,GN,52,9,2,0,0.729,0.123,0
12951,Mumbai,Delhi,SL,GN,19,6,2,0,0.771,0.3,1
12952,Delhi,Mumbai,CC,GN,1,9,6,1,0.931,0.056,1
12952,Delhi,Mumbai,2A,GN,1,13,3,0,0.737,0.12,0
12008,Bengaluru,Chennai,2A,GN,24,24,2,0,0.815,0.145,0
12007,Chennai,Bengaluru,CC,GN,29,22,0,0,0.863,0.169,1
12621,Chennai,New Delhi,3A,GN,53,1,4,0,0.703,0.208,0
12952,Delhi,Mumbai,SL,GN,12,13,1,0,0.829,0.249,1
12007,Chennai,Bengaluru,CC,TQ,47,3,6,1,0.742,0.294,0
12007,Chennai,Bengaluru,2A,GN,15,28,3,0,0.937,0.086,1
12007,Chennai,Bengaluru,3A,GN,20,2,1,0,0.723,0.186,1
12951,Mumbai,Delhi,CC,GN,59,21,0,0,0.854,0.182,0
12839,Howrah,Chennai,3A,TQ,11,20,4,0,0.918,0.202,0
12621,Chennai,New Delhi,CC,GN,59,27,3,0,0.72,0.365,1
12951,Mumbai,Delhi,SL,GN,33,25,1,0,0.679,0.26,1
12840,Chennai,Howrah,SL,GN,16,30,1,0,0.782,0.24,1
12008,Bengaluru,Chennai,3A,GN,36,27,1,0,0.874,0.198,1
12007,Chennai,Bengaluru,2A,GN,10,15,3,0,0.642,0.229,0
12952,Delhi,Mumbai,CC,GN,51,4,3,0,0.612,0.068,0
12008,Bengaluru,Chennai,SL,GN,25,6,4,0,0.841,0.244,0
12839,Howrah,Chennai,SL,GN,14,23,2,0,0.779,0.205,1
12840,Chennai,Howrah,CC,TQ,38,2,6,1,0.63,0.137,0
12839,Howrah,Chennai,2A,TQ,50,29,2,0,0.851,0.202,0
12008,Bengaluru,Chennai,2A,GN,34,15,2,0,0.656,0.195,0
12621,Chennai,New Delhi,SL,GN,8,18,2,0,0.87,0.242,1
12839,Howrah,Chennai,CC,GN,38,20,4,0,0.724,0.208,1
12621,Chennai,New Delhi,2A,GN,27,29,6,1,0.898,0.079,0
12622,New Delhi,Chennai,2A,GN,45,28,0,0,0.859,0.19,1
12952,Delhi,Mumbai,CC,GN,41,12,4,0,0.788,0.18,0
12007,Chennai,Bengaluru,2A,GN,35,27,6,1,0.89,0.243,0
12840,Chennai,Howrah,SL,GN,18,17,6,1,0.754,0.08,0
12839,Howrah,Chennai,SL,GN,36,3,2,0,0.918,0.108,1
12839,Howrah,Chennai,SL,GN,57,17,2,0,0.693,0.198,0
12008,Bengaluru,Chennai,3A,GN,26,20,2,0,0.768,0.128,0
12621,Chennai,New Delhi,SL,TQ,60,29,3,0,0.775,0.175,0
12952,Delhi,Mumbai,2A,GN,2,23,4,0,0.766,0.098,1
12621,Chennai,New Delhi,3A,GN,44,12,1,0,0.796,0.239,0
12840,Chennai,Howrah,CC,GN,19,1,6,1,0.665,0.083,1
12621,Chennai,New Delhi,3A,GN,23,14,1,0,0.779,0.124,1
12951,Mumbai,Delhi,SL,GN,24,25,2,0,0.855,0.075,1
12621,Chennai,New Delhi,SL,GN,51,8,1,0,0.807,0.187,0
12008,Bengaluru,Chennai,SL,GN,23,21,6,1,0.693,0.29,0
12622,New Delhi,Chennai,CC,GN,25,27,6,1,0.931,0.096,1
12839,Howrah,Chennai,CC,GN,51,2,4,0,0.776,0.263,0
12951,Mumbai,Delhi,3A,GN,11,28,1,0,0.905,0.239,1
12007,Chennai,Bengaluru,SL,GN,41,25,4,0,0.98,0.269,1
12007,Chennai,Bengaluru,2A,TQ,29,14,3,0,0.721,0.214,0
12622,New Delhi,Chennai,CC,GN,46,18,3,0,0.799,0.183,0
12622,New Delhi,Chennai,CC,GN,41,10,4,0,0.858,0.238,1
12007,Chennai,Bengaluru,SL,GN,50,25,0,0,0.527,0.22,1
12007,Chennai,Bengaluru,SL,GN,24,28,0,0,0.713,0.169,1
12622,New Delhi,Chennai,SL,GN,9,24,4,0,0.792,0.139,0
12621,Chennai,New Delhi,SL,GN,5,8,3,0,0.648,0.237,1
12007,Chennai,Bengaluru,CC,GN,32,15,6,1,0.874,0.143,0
12951,Mumbai,Delhi,CC,GN,45,11,6,1,0.587,0.047,0
12621,Chennai,New Delhi,SL,GN,49,28,2,0,0.726,0.063,1
12951,Mumbai,Delhi,2A,GN,11,17,2,0,0.729,0.217,1
12007,Chennai,Bengaluru,3A,GN,19,25,6,1,0.919,0.238,1
12840,Chennai,Howrah,CC,GN,45,14,6,1,0.966,0.03,0
12951,Mumbai,Delhi,2A,GN,55,21,5,1,0.898,0.211,0
12840,Chennai,Howrah,3A,GN,24,19,0,0,0.773,0.232,0
12840,Chennai,Howrah,CC,GN,44,9,3,0,0.654,0.302,0
12007,Chennai,Bengaluru,SL,GN,7,6,6,1,0.813,0.201,1
12952,Delhi,Mumbai,SL,GN,37,17,1,0,0.785,0.11,0
12622,New Delhi,Chennai,CC,GN,46,29,1,0,0.775,0.204,1
12952,Delhi,Mumbai,3A,GN,55,15,3,0,0.719,0.211,0
12952,Delhi,Mumbai,3A,GN,6,14,4,0,0.671,0.108,1
12008,Bengaluru,Chennai,SL,GN,46,27,5,1,0.876,0.196,0
12007,Chennai,Bengaluru,2A,GN,1,9,0,0,0.695,0.266,1
12839,Howrah,Chennai,CC,GN,2,28,2,0,0.875,0.095,0
12952,Delhi,Mumbai,SL,GN,17,27,0,0,0.911,0.225,1
12952,Delhi,Mumbai,2A,GN,50,5,6,1,0.733,0.172,0
12840,Chennai,Howrah,SL,GN,58,1,0,0,0.847,0.259,0
12007,Chennai,Bengaluru,3A,GN,19,29,4,0,0.959,0.205,1
12952,Delhi,Mumbai,CC,GN,21,5,2,0,0.646,0.157,1
12951,Mumbai,Delhi,2A,GN,16,13,4,0,0.971,0.181,1
12008,Bengaluru,Chennai,CC,GN,26,17,4,0,0.817,0.254,1
12951,Mumbai,Delhi,CC,GN,48,15,1,0,0.885,0.103,0
12839,Howrah,Chennai,2A,GN,47,12,1,0,0.794,0.235,1
12622,New Delhi,Chennai,SL,TQ,56,15,4,0,0.8,0.117,0
12839,Howrah,Chennai,3A,GN,11,14,2,0,0.633,0.109,1
12951,Mumbai,Delhi,2A,GN,14,6,3,0,0.651,0.151,1
12839,Howrah,Chennai,3A,TQ,8,22,6,1,0.681,0.195,1
12952,Delhi,Mumbai,CC,TQ,32,8,4,0,0.737,0.211,0
12839,Howrah,Chennai,3A,GN,3,6,2,0,0.839,0.217,0
12007,Chennai,Bengaluru,SL,TQ,7,8,3,0,0.687,0.307,0
12951,Mumbai,Delhi,SL,GN,38,18,5,1,0.86,0.19,0
12952,Delhi,Mumbai,SL,GN,47,26,1,0,0.872,0.092,1
12622,New Delhi,Chennai,2A,GN,57,2,4,0,0.551,0.195,0
12008,Bengaluru,Chennai,3A,GN,55,26,3,0,0.816,0.121,0
12008,Bengaluru,Chennai,CC,GN,35,15,6,1,0.749,0.204,0
12007,Chennai,Bengaluru,2A,GN,42,2,2,0,0.963,0.116,0
12622,New Delhi,Chennai,SL,GN,60,13,5,1,0.72,0.111,0
12840,Chennai,Howrah,2A,GN,45,29,3,0,0.8,0.184,0
12007,Chennai,Bengaluru,SL,GN,49,9,4,0,0.729,0.17,0
12622,New Delhi,Chennai,SL,GN,14,24,2,0,0.932,0.182,1
12839,Howrah,Chennai,2A,GN,53,7,6,1,0.614,0.315,0
12839,Howrah,Chennai,SL,GN,5,29,1,0,0.7,0.179,1
12839,Howrah,Chennai,SL,GN,20,16,4,0,0.748,0.155,1
12951,Mumbai,Delhi,3A,GN,52,12,3,0,0.642,0.255,0
12952,Delhi,Mumbai,2A,GN,54,18,1,0,0.776,0.252,0
12008,Bengaluru,Chennai,SL,GN,6,10,2,0,0.839,0.139,1
12839,Howrah,Chennai,3A,GN,25,2,6,1,0.803,0.112,0
12840,Chennai,Howrah,2A,GN,27,5,0,0,0.933,0.085,0
12839,Howrah,Chennai,CC,GN,22,6,6,1,0.745,0.15,0
12840,Chennai,Howrah,3A,GN,44,26,6,1,0.595,0.158,0
12952,Delhi,Mumbai,2A,GN,36,11,4,0,0.775,0.147,1
12951,Mumbai,Delhi,2A,GN,13,17,0,0,0.808,0.159,1
12622,New Delhi,Chennai,2A,GN,25,13,3,0,0.875,0.098,1
12621,Chennai,New Delhi,2A,GN,34,8,5,1,0.769,0.22,0
12951,Mumbai,Delhi,CC,GN,17,11,6,1,0.765,0.15,1
12951,Mumbai,Delhi,3A,GN,27,19,3,0,0.769,0.09,1
12621,Chennai,New Delhi,SL,GN,41,14,4,0,0.806,0.228,0
12622,New Delhi,Chennai,2A,GN,5,1,2,0,0.802,0.033,0
12622,New Delhi,Chennai,2A,GN,57,19,5,1,0.713,0.217,0
12952,Delhi,Mumbai,CC,GN,20,14,2,0,0.828,0.243,1
12952,Delhi,Mumbai,3A,TQ,55,16,3,0,0.757,0.243,0
12621,Chennai,New Delhi,SL,GN,57,3,3,0,0.91,0.189,0
12621,Chennai,New Delhi,SL,GN,4,18,3,0,0.965,0.295,1
12622,New Delhi,Chennai,CC,TQ,41,22,6,1,0.618,0.281,0
12007,Chennai,Bengaluru,2A,GN,48,6,3,0,0.781,0.19,0
12621,Chennai,New Delhi,CC,GN,30,19,4,0,0.741,0.22,0
12952,Delhi,Mumbai,3A,TQ,23,30,5,1,0.836,0.193,0
12840,Chennai,Howrah,CC,GN,60,25,1,0,0.94,0.142,0
12621,Chennai,New Delhi,2A,GN,39,1,0,0,0.811,0.079,1
12839,Howrah,Chennai,SL,GN,5,18,5,1,0.584,0.143,0
12839,Howrah,Chennai,SL,GN,24,13,4,0,0.77,0.105,0
12007,Chennai,Bengaluru,2A,GN,28,30,6,1,0.902,0.07,0
12621,Chennai,New Delhi,2A,GN,32,17,2,0,0.95,0.329,1
12622,New Delhi,Chennai,3A,TQ,43,20,2,0,0.786,0.053,0
12952,Delhi,Mumbai,CC,TQ,46,11,0,0,0.707,0.155,1
12008,Bengaluru,Chennai,3A,GN,28,16,6,1,0.876,0.192,1
12621,Chennai,New Delhi,3A,GN,8,19,0,0,0.68,0.215,0
12840,Chennai,Howrah,3A,TQ,28,16,0,0,0.68,0.222,1
12621,Chennai,New Delhi,3A,GN,18,16,4,0,0.776,0.259,1
12952,Delhi,Mumbai,3A,GN,30,5,0,0,0.554,0.138,0
12621,Chennai,New Delhi,SL,GN,30,11,4,0,0.677,0.125,0
12622,New Delhi,Chennai,SL,GN,51,30,0,0,0.8,0.278,1
12621,Chennai,New Delhi,3A,GN,11,28,6,1,0.676,0.182,0
12840,Chennai,Howrah,CC,GN,39,8,3,0,0.86,0.258,1
12007,Chennai,Bengaluru,3A,GN,30,16,6,1,0.758,0.202,0
12621,Chennai,New Delhi,SL,GN,26,6,6,1,0.835,0.17,0
12621,Chennai,New Delhi,CC,GN,40,29,6,1,0.911,0.19,0
12007,Chennai,Bengaluru,CC,TQ,13,9,1,0,0.825,0.14,1
12007,Chennai,Bengaluru,CC,GN,48,6,0,0,0.586,0.217,0
12951,Mumbai,Delhi,SL,GN,43,2,3,0,0.727,0.165,0
12840,Chennai,Howrah,CC,GN,50,23,6,1,0.774,0.233,0
12008,Bengaluru,Chennai,2A,GN,22,22,2,0,0.757,0.105,1
12621,Chennai,New Delhi,2A,GN,22,26,6,1,0.764,0.053,1
12840,Chennai,Howrah,SL,GN,19,10,0,0,0.835,0.196,1
12008,Bengaluru,Chennai,CC,GN,58,14,2,0,0.899,0.144,0
12622,New Delhi,Chennai,SL,TQ,8,14,5,1,0.745,0.047,0
12007,Chennai,Bengaluru,SL,TQ,10,29,6,1,0.779,0.21,0
12839,Howrah,Chennai,CC,TQ,12,15,4,0,0.608,0.159,0
12952,Delhi,Mumbai,SL,GN,18,11,5,1,0.654,0.036,1
12008,Bengaluru,Chennai,2A,TQ,58,3,3,0,0.915,0.18,1
12622,New Delhi,Chennai,SL,GN,7,13,0,0,0.787,0.281,1
12840,Chennai,Howrah,SL,TQ,44,16,4,0,0.765,0.159,0
12622,New Delhi,Chennai,3A,GN,48,21,0,0,0.592,0.094,0
12008,Bengaluru,Chennai,CC,TQ,55,22,1,0,0.908,0.237,1
12008,Bengaluru,Chennai,3A,GN,47,23,6,1,0.781,0.167,0
12008,Bengaluru,Chennai,SL,GN,9,24,2,0,0.877,0.285,0
12952,Delhi,Mumbai,2A,TQ,17,22,1,0,0.628,0.114,0
12622,New Delhi,Chennai,CC,GN,54,19,3,0,0.715,0.085,0
12952,Delhi,Mumbai,2A,GN,50,20,2,0,0.818,0.03,0
12951,Mumbai,Delhi,2A,GN,40,3,1,0,0.98,0.161,0
12621,Chennai,New Delhi,3A,GN,4,17,5,1,0.886,0.168,0
12951,Mumbai,Delhi,SL,TQ,10,4,4,0,0.801,0.183,0
12007,Chennai,Bengaluru,SL,TQ,56,5,6,1,0.707,0.287,0
12952,Delhi,Mumbai,3A,GN,15,1,6,1,0.74,0.237,1
12621,Chennai,New Delhi,SL,GN,32,18,6,1,0.681,0.161,1
12952,Delhi,Mumbai,2A,TQ,34,15,4,0,0.651,0.155,0
12008,Bengaluru,Chennai,CC,GN,30,28,5,1,0.788,0.085,1
12007,Chennai,Bengaluru,CC,GN,22,7,4,0,0.814,0.12,0
12008,Bengaluru,Chennai,CC,GN,18,23,6,1,0.673,0.179,1
12952,Delhi,Mumbai,SL,GN,13,7,2,0,0.86,0.218,1
12951,Mumbai,Delhi,3A,GN,57,23,5,1,0.626,0.23,1
12007,Chennai,Bengaluru,3A,GN,22,20,6,1,0.666,0.136,0
12621,Chennai,New Delhi,CC,TQ,29,13,5,1,0.823,0.101,1
12951,Mumbai,Delhi,SL,GN,33,19,4,0,0.98,0.279,1
12952,Delhi,Mumbai,3A,GN,55,10,5,1,0.826,0.194,0
12839,Howrah,Chennai,CC,GN,20,15,4,0,0.731,0.232,0
12839,Howrah,Chennai,CC,TQ,9,25,2,0,0.783,0.153,0
12840,Chennai,Howrah,SL,TQ,41,28,4,0,0.823,0.339,0
12952,Delhi,Mumbai,3A,GN,15,20,0,0,0.808,0.083,1
12952,Delhi,Mumbai,3A,TQ,38,11,5,1,0.809,0.206,0
12621,Chennai,New Delhi,SL,GN,58,19,4,0,0.784,0.27,0
12622,New Delhi,Chennai,SL,GN,3,16,4,0,0.768,0.21,0
12951,Mumbai,Delhi,3A,GN,36,17,0,0,0.729,0.267,1
12621,Chennai,New Delhi,2A,GN,36,29,0,0,0.769,0.127,0
12621,Chennai,New Delhi,2A,GN,47,10,3,0,0.73,0.32,0
12622,New Delhi,Chennai,SL,GN,41,22,2,0,0.874,0.217,0
12621,Chennai,New Delhi,3A,GN,35,23,2,0,0.803,0.092,1
12007,Chennai,Bengaluru,SL,GN,1,4,3,0,0.68,0.123,1
12007,Chennai,Bengaluru,CC,GN,23,15,0,0,0.837,0.126,0
12951,Mumbai,Delhi,CC,GN,18,13,1,0,0.768,0.306,1
12839,Howrah,Chennai,3A,GN,18,8,2,0,0.964,0.22,1
12951,Mumbai,Delhi,2A,GN,27,10,2,0,0.644,0.299,1
12951,Mumbai,Delhi,2A,GN,13,29,0,0,0.698,0.192,1
12621,Chennai,New Delhi,2A,GN,47,23,1,0,0.804,0.162,0
12622,New Delhi,Chennai,2A,TQ,36,6,6,1,0.787,0.03,0
12008,Bengaluru,Chennai,SL,GN,24,12,3,0,0.797,0.138,1
12008,Bengaluru,Chennai,SL,GN,29,18,6,1,0.755,0.198,1
12839,Howrah,Chennai,2A,GN,29,3,4,0,0.71,0.176,0
12951,Mumbai,Delhi,CC,GN,42,2,2,0,0.747,0.152,0
12840,Chennai,Howrah,CC,TQ,22,26,0,0,0.936,0.169,0
12007,Chennai,Bengaluru,3A,GN,5,6,1,0,0.904,0.146,0
12621,Chennai,New Delhi,CC,TQ,38,22,0,0,0.759,0.157,0
12951,Mumbai,Delhi,SL,TQ,6,18,3,0,0.668,0.242,0
12839,Howrah,Chennai,3A,GN,24,13,0,0,0.799,0.198,0
12839,Howrah,Chennai,SL,GN,29,16,5,1,0.799,0.112,0
12007,Chennai,Bengaluru,3A,GN,55,22,3,0,0.653,0.184,1
12007,Chennai,Bengaluru,CC,GN,2,17,4,0,0.654,0.153,1
12621,Chennai,New Delhi,CC,GN,59,11,3,0,0.722,0.158,1
12951,Mumbai,Delhi,3A,GN,58,3,5,1,0.638,0.192,0
12622,New Delhi,Chennai,3A,GN,29,6,5,1,0.751,0.155,1
12008,Bengaluru,Chennai,2A,GN,21,11,2,0,0.89,0.066,0
12622,New Delhi,Chennai,SL,GN,8,5,3,0,0.699,0.239,1
12951,Mumbai,Delhi,2A,TQ,1,6,4,0,0.858,0.262,1
12951,Mumbai,Delhi,3A,GN,32,24,5,1,0.848,0.061,1
12621,Chennai,New Delhi,3A,GN,33,14,2,0,0.745,0.204,0
12007,Chennai,Bengaluru,3A,GN,36,30,1,0,0.929,0.237,0
12621,Chennai,New Delhi,CC,GN,16,14,5,1,0.74,0.134,1
12622,New Delhi,Chennai,SL,GN,39,2,3,0,0.945,0.234,1
12007,Chennai,Bengaluru,2A,GN,19,7,2,0,0.845,0.201,1
12951,Mumbai,Delhi,2A,GN,53,1,3,0,0.867,0.183,0
12008,Bengaluru,Chennai,SL,GN,48,8,4,0,0.698,0.205,1
12952,Delhi,Mumbai,3A,GN,15,17,5,1,0.702,0.1,1
12621,Chennai,New Delhi,SL,GN,30,10,2,0,0.935,0.228,1
12007,Chennai,Bengaluru,2A,GN,31,9,6,1,0.928,0.03,1
12007,Chennai,Bengaluru,CC,GN,18,7,0,0,0.872,0.25,0
12622,New Delhi,Chennai,3A,GN,19,20,5,1,0.775,0.157,1
12839,Howrah,Chennai,CC,GN,19,22,6,1,0.825,0.18,1
12008,Bengaluru,Chennai,SL,GN,10,30,1,0,0.868,0.312,1
12622,New Delhi,Chennai,SL,GN,60,4,2,0,0.797,0.147,0
12621,Chennai,New Delhi,SL,GN,8,10,5,1,0.746,0.184,1
12007,Chennai,Bengaluru,CC,GN,45,26,2,0,0.674,0.149,1
12952,Delhi,Mumbai,SL,GN,5,9,6,1,0.863,0.215,1
12007,Chennai,Bengaluru,SL,GN,48,22,6,1,0.696,0.162,0
12840,Chennai,Howrah,SL,GN,41,5,3,0,0.822,0.097,0
12008,Bengaluru,Chennai,3A,GN,40,1,1,0,0.742,0.229,0
12951,Mumbai,Delhi,2A,TQ,40,28,2,0,0.78,0.101,1
12952,Delhi,Mumbai,3A,GN,57,9,4,0,0.684,0.11,0
12951,Mumbai,Delhi,2A,TQ,39,10,0,0,0.733,0.222,1
12951,Mumbai,Delhi,3A,GN,38,27,3,0,0.764,0.236,1
12840,Chennai,Howrah,SL,GN,38,25,6,1,0.784,0.118,0
12622,New Delhi,Chennai,CC,GN,1,16,2,0,0.907,0.109,1
12840,Chennai,Howrah,SL,GN,36,30,1,0,0.744,0.13,1
12008,Bengaluru,Chennai,2A,GN,25,2,0,0,0.786,0.151,0
12839,Howrah,Chennai,3A,GN,2,22,1,0,0.688,0.133,0
12008,Bengaluru,Chennai,2A,TQ,55,6,1,0,0.734,0.171,0
12952,Delhi,Mumbai,3A,TQ,60,13,5,1,0.829,0.099,1
12007,Chennai,Bengaluru,CC,GN,30,28,4,0,0.75,0.16,1
12839,Howrah,Chennai,CC,GN,28,20,6,1,0.843,0.129,1
12952,Delhi,Mumbai,2A,GN,36,19,3,0,0.757,0.151,0
12007,Chennai,Bengaluru,3A,GN,28,9,4,0,0.634,0.161,1
12008,Bengaluru,Chennai,2A,GN,12,19,2,0,0.778,0.338,1
12008,Bengaluru,Chennai,3A,GN,31,9,4,0,0.907,0.102,1
